TS1,TS2
3.343,3.365
3.566,3.714
3.985,4.243
4.383,4.522
4.524,4.327
4.327,3.948
4.003,3.903
3.865,4.266
4.063,4.532
4.398,4.273
4.525,3.844
4.273,3.978
3.894,4.769
3.845,5.355
4.33,4.911
5.041,3.592
5.367,2.416
4.911,2.226
3.833,3.002
2.726,4.025
2.174,4.6
2.404,4.568
3.175,4.264
4.025,4.046
4.548,3.973
4.63,3.927
4.417,3.807
4.167,3.564
4.025,3.272
3.973,3.262
3.936,3.838
3.86,4.718
3.699,5.147
3.461,4.808
3.237,4.179
3.262,3.841
3.704,3.77
4.434,3.579
5.027,3.186
5.111,2.827
4.702,2.669
4.179,2.702
3.874,2.948
3.788,3.523
3.707,4.339
3.467,4.862
3.116,4.419
2.827,3.005
2.682,1.489
2.673,1.007
2.789,1.978
3.099,3.817
3.653,5.345
4.339,5.58
4.824,4.521
4.696,3.135
3.798,2.397
2.447,2.403
1.317,2.629
1.007,2.791
1.723,2.93
3.178,2.926
4.701,2.641
5.596,2.451
5.478,2.952
4.521,3.963
3.339,4.603
2.546,4.456
2.337,4.028
2.475,3.832
2.66,3.698
2.791,3.436
2.911,3.317
2.963,3.533
2.809,3.708
2.533,3.571
2.477,3.44
2.952,3.524
3.796,3.403
4.479,2.746
4.605,2.1
4.301,2.224
3.975,3.04
3.832,3.834
3.73,4.244
3.524,4.486
3.335,4.791
3.362,5.044
3.58,5.046
3.708,4.902
3.605,4.912
3.45,5.154
3.471,5.263
3.536,4.794
3.326,3.895
2.746,3.243
2.164,3.281
2.082,3.808
2.588,4.32
3.341,4.497
3.926,4.32
4.244,3.876
4.445,3.259
4.688,2.671
4.942,2.402
5.075,2.618
5.028,3.221
4.902,3.99
4.89,4.752
5.065,5.239
5.262,5.078
5.181,4.174
4.663,3.156
3.895,2.934
3.307,3.598
3.19,4.222
3.515,4.031
4.005,3.45
4.374,3.377
4.497,3.792
4.371,3.852
4.049,3.282
3.58,2.79
3.043,3.034
2.593,3.772
2.402,4.424
2.551,4.86
2.991,5.192
3.596,5.278
4.253,4.898
4.86,4.171
5.239,3.43
5.161,2.885
4.531,2.651
3.613,2.879
2.967,3.519
3.003,4.213
3.598,4.561
4.165,4.399
4.181,3.893
3.725,3.463
3.348,3.513
3.428,4
3.792,4.422
3.894,4.427
3.513,4.233
2.965,4.256
2.785,4.559
3.139,4.884
3.772,5.031
4.335,4.99
4.728,4.821
5.043,4.544
5.258,4.231
5.246,3.957
4.898,3.792
4.305,3.757
3.662,3.818
3.122,3.918
2.761,3.894
2.661,3.536
2.879,2.927
3.395,2.404
4.006,2.231
4.447,2.285
4.557,2.406
4.33,2.657
3.893,3.23
3.506,4.008
3.433,4.565
3.727,4.684
4.179,4.676
4.454,5.016
4.427,5.665
4.258,6.028
4.209,5.719
4.389,4.922
4.68,4.155
4.92,3.811
5.031,3.979
5.005,4.381
4.883,4.493
4.696,4.063
4.446,3.497
4.178,3.33
3.957,3.494
3.814,3.501
3.755,3.311
3.771,3.457
3.846,4.165
3.932,4.848
3.894,4.766
3.623,3.935
3.142,3.004
2.633,2.54
2.316,2.69
2.231,3.266
2.285,3.91
2.383,4.117
2.549,3.706
2.9,3.146
3.484,3.073
4.125,3.518
4.565,3.896
4.688,3.712
4.66,3.041
4.792,2.457
5.224,2.511
5.756,3.272
6.028,4.217
5.813,4.645
5.208,4.375
4.504,3.843
3.977,3.602
3.804,3.79
3.979,4.078
4.322,4.181
4.516,4.136
4.329,4.123
3.854,4.048
3.436,3.576
3.33,2.669
3.463,1.892
3.53,2.001
3.4,3.01
3.296,4.082
3.547,4.384
4.165,4.021
4.772,3.756
4.9,3.918
4.408,4.116
3.599,4.044
2.882,3.958
2.54,4.2
2.625,4.607
3.043,4.672
3.617,4.233
4.048,3.688
4.084,3.557
3.706,3.906
3.221,4.294
3.027,4.345
3.26,4.194
3.686,4.254
3.913,4.516
3.712,4.485
3.168,3.904
2.604,3.208
2.386,3.04
2.701,3.451
3.441,4.13
4.217,4.913
4.628,5.743
4.527,6.215
4.097,5.791
3.708,4.535
3.61,3.267
3.79,2.841
4.037,3.336
4.169,4.156
4.163,4.701
4.121,4.75
4.121,4.375
4.048,3.803
3.689,3.388
2.998,3.401
2.206,3.762
1.81,4.162
2.118,4.432
3.01,4.652
3.948,4.764
4.386,4.491
4.243,3.702
3.889,2.711
3.758,2.16
3.918,2.441
4.103,3.283
4.093,3.852
3.974,3.673
4,3.228
4.272,3.365
4.607,4.083
4.704,4.521
4.419,4.173
3.933,3.524
3.579,3.265
3.588,3.514
3.906,3.967
4.246,4.474
4.365,4.907
4.268,5.057
4.178,4.867
4.295,4.465
4.516,3.838
4.53,2.873
4.142,1.851
3.524,1.448
3.08,1.845
3.077,2.492
3.451,2.851
4.005,3.006
4.637,3.383
5.341,4.109
5.973,4.802
6.216,4.779
5.791,3.698
4.765,2.105
3.625,1.239
2.926,1.777
2.927,3.056
3.473,3.925
4.156,4.133
4.646,4.337
4.792,4.866
4.604,5.218
4.191,4.879
3.713,4.105
3.388,3.682
3.37,3.986
3.622,4.598
3.975,4.796
4.261,4.319
4.473,3.584
4.652,3.214
4.773,3.478
4.645,4.136
4.153,4.673
3.361,4.77
2.57,4.602
2.16,4.556
2.336,4.709
2.988,4.709
3.647,4.252
3.867,3.646
3.588,3.561
3.228,4.165
3.28,4.668
3.824,4.279
4.396,3.29
4.488,2.78
4.062,3.188
3.524,3.887
3.262,4.158
3.39,3.996
3.726,3.742
4.136,3.644
4.554,3.798
4.907,4.127
5.059,4.29
4.958,3.989
4.688,3.408
4.294,2.975
3.705,2.805
2.873,2.784
2.002,2.955
1.49,3.411
1.566,3.894
2.066,3.989
2.58,3.619
2.851,3.179
2.979,3.065
3.214,3.262
3.719,3.512
4.383,3.584
4.864,3.464
4.779,3.227
3.942,2.976
2.621,3.039
1.513,3.739
1.272,4.846
1.973,5.467
3.056,5.011
3.835,3.97
4.103,3.444
4.197,3.808
4.491,4.382
4.954,4.343
5.218,3.696
4.977,3.189
4.364,3.415
3.803,4.058
3.703,4.186
4.091,3.377
4.598,2.345
4.811,2.152
4.538,2.986
3.942,4.182
3.393,5.124
3.212,5.583
3.478,5.382
4.017,4.4
4.53,2.984
4.772,1.952
4.725,1.935
4.578,2.831
4.556,3.977
4.682,4.715
4.755,4.858
4.536,4.634
4.032,4.392
3.574,4.299
3.561,4.322
4.042,4.419
4.576,4.565
4.598,4.671
3.965,4.656
3.146,4.535
2.78,4.273
3.077,3.669
3.677,2.805
4.093,2.435
4.133,3.235
3.95,4.725
3.742,5.58
3.645,5.077
3.717,3.882
3.959,3.104
4.227,3.119
4.275,3.482
3.989,3.719
3.501,3.956
3.087,4.424
2.859,4.797
2.786,4.459
2.795,3.555
2.955,3.044
3.321,3.423
3.76,4.142
4.012,4.526
3.905,4.525
3.537,4.329
3.179,3.934
3.053,3.425
3.178,3.11
3.4,3.179
3.559,3.424
3.579,3.534
3.464,3.355
3.273,2.968
3.05,2.779
2.948,3.216
3.196,4.246
3.911,5.107
4.846,5.046
5.44,4.249
5.276,3.683
4.49,3.994
3.695,4.731
3.447,5.025
3.808,4.585
4.316,3.877
4.444,3.399
4.053,3.258
3.464,3.386
3.167,3.78
3.415,4.282
3.963,4.537
4.253,4.366
3.877,3.981
2.999,3.649
2.234,3.373
2.152,3.116
2.794,3.078
3.786,3.357
4.707,3.691
5.34,3.77
5.606,3.776
5.382,4.207
4.611,5.114
3.461,5.813
2.369,5.563
1.824,4.418
2.032,3.223
2.831,2.655
3.8,2.674
4.533,2.949
4.85,3.393
4.804,3.893
4.589,4.036
4.392,3.545
4.304,2.938
4.303,3.025
4.358,3.843
4.459,4.567
4.587,4.449
4.671,3.608
4.671,2.798
4.583,2.591
4.432,2.92
4.122,3.355
3.528,3.591
2.805,3.603
2.427,3.44
2.841,3.216
3.975,3.268
5.147,3.688
5.585,4.02
5.077,3.777
4.08,3.225
3.27,3.047
3.028,3.4
3.235,3.909
3.535,4.431
3.719,4.992
3.899,5.119
4.247,4.266
4.67,2.89
4.778,2.239
4.326,2.69
3.555,3.246
3.065,2.977
3.217,2.266
3.792,2.1
4.324,2.733
4.546,3.629
4.525,4.36
4.375,4.795
4.09,4.802
3.676,4.28
3.278,3.543
3.096,3.237
3.179,3.661
3.382,4.48
3.526,5.017
3.477,4.78
3.238,3.763
2.914,2.519
2.779,1.887
3.09,2.318
3.871,3.423
4.754,4.389
5.204,4.86
4.946,5.133
4.249,5.465
3.72,5.612
3.798,5.142
4.367,4.078
4.919,2.952
4.997,2.392
4.585,2.579
3.991,3.236
3.521,3.903
3.297,4.331
3.269,4.563
3.436,4.711
3.78,4.654
4.207,4.211
4.498,3.579
4.503,3.258
4.24,3.299
3.917,3.181
3.649,2.634
3.416,2.314
3.192,3.028
3.058,4.465
3.139,5.326
3.419,4.751
3.691,3.313
3.773,2.35
3.752,2.675
3.917,3.871
4.476,4.795
5.266,4.619
5.813,3.56
5.679,2.473
4.86,1.982
3.769,2.15
2.95,2.85
2.621,3.896
2.674,4.84
2.897,5.084
3.223,4.47
3.655,3.542
4.007,3.108
3.991,3.466
3.545,4.121
3.009,4.345
2.895,3.991
3.38,3.633
4.147,3.744
4.615,4.013
4.449,3.852
3.767,3.371
3.019,3.33
2.606,3.987
2.664,4.501
2.998,3.981
3.355,2.824
3.568,2.367
3.625,3.133
3.544,4.046
3.358,3.896
3.197,2.909
3.268,2.314
3.606,2.64
3.959,3.265
3.977,3.549
3.588,3.659
3.154,4.022
3.047,4.496
3.32,4.46
3.736,3.853
4.162,3.453
4.626,3.874
5.066,4.607
5.119,4.695
4.472,4.19
3.326,4.14
2.411,4.89
2.293,5.402
2.816,4.715
3.246,3.409
3.076,2.938
2.482,3.75
2.071,4.859
2.246,5.147
2.879,4.468
3.629,3.527
4.257,2.986
4.687,2.986
4.866,3.234
4.684,3.45
4.156,3.677
3.543,4.134
3.237,4.735
3.45,5.052
4.06,4.872
4.723,4.548
5.035,4.582
4.78,4.913
3.972,4.992
2.908,4.537
2.082,3.899
1.913,3.55
2.474,3.531
3.423,3.565
4.261,3.533
4.751,3.532
4.997,3.656
5.239,3.881
5.516,4.165
5.612,4.394
5.272,4.276
4.472,3.619
3.481,2.599
2.682,1.831
2.373,1.917
2.579,2.972
3.111,4.407
3.708,5.244
4.152,4.917
4.423,3.821
4.594,2.946
4.711,2.752
4.686,2.81
4.401,2.663
3.88,2.56
3.418,2.945
3.246,3.603
3.299,3.926
3.236,3.753
2.837,3.421
2.375,3.244
2.421,3.242
3.244,3.386
4.465,3.664
5.269,3.995
5.09,4.184
4.056,4.057
2.876,3.688
2.312,3.532
2.675,4.015
3.663,4.847
4.587,5.15
4.859,4.464
4.327,3.318
3.355,2.592
2.473,2.5
2.014,2.743
2.027,3.127
2.446,3.671
3.176,4.182
4.081,4.306
4.84,4.047
5.109,3.829
4.75,3.999
3.992,4.373
3.309,4.479
3.116,4.123
3.466,3.613
4.025,3.404
4.35,3.534
4.216,3.722
3.832,3.782
3.614,3.876
3.744,4.105
3.984,4.346
3.962,4.483
3.604,4.615
3.275,4.749
3.403,4.653
3.987,4.365
4.478,4.313
4.278,4.69
3.399,5.004
2.534,4.785
2.423,4.377
3.133,4.444
3.95,4.874
4.08,4.795
3.429,3.85
2.612,2.799
2.313,2.617
2.64,3.326
3.179,4.095
3.502,4.16
3.595,3.447
3.746,2.443
4.111,1.805
4.496,1.902
4.519,2.644
4.082,3.576
3.571,4.139
3.505,3.871
4.007,2.827
4.607,1.72
4.741,1.512
4.368,2.43
4.053,3.723
4.332,4.423
5.028,4.282
5.402,3.786
4.91,3.495
3.818,3.567
3.001,3.926
3.09,4.417
3.95,4.828
4.859,4.917
5.174,4.736
4.766,4.672
3.981,4.985
3.281,5.424
2.951,5.508
2.986,5.102
3.188,4.41
3.38,3.828
3.546,3.621
3.797,3.714
4.229,3.848
4.735,3.936
5.032,4.227
4.977,4.773
4.689,5.134
4.508,4.901
4.63,4.182
4.913,3.419
5.018,2.984
4.738,3.029
4.202,3.53
3.736,4.229
3.528,4.745
3.531,4.986
3.569,5.12
3.549,5.152
3.518,4.878
3.565,4.38
3.692,4.07
3.881,4.144
4.12,4.277
4.334,4.112
4.396,3.668
4.121,3.305
3.456,3.376
2.599,3.867
1.914,4.347
1.773,4.375
2.345,3.956
3.454,3.516
4.616,3.458
5.244,3.853
5.047,4.432
4.215,4.795
3.307,4.732
2.81,4.379
2.761,4.077
2.81,4.096
2.697,4.445
2.557,4.829
2.684,4.845
3.164,4.361
3.697,3.735
3.926,3.451
3.8,3.586
3.518,3.895
3.306,4.226
3.223,4.481
3.251,4.361
3.386,3.712
3.608,3.072
3.883,3.153
4.118,3.927
4.183,4.573
4.004,4.517
3.688,4.073
3.524,3.814
3.782,3.761
4.44,3.548
5.05,3.234
5.103,3.339
4.464,4.057
3.504,4.949
2.762,5.571
2.482,5.826
2.567,5.591
2.795,4.67
3.127,3.35
3.571,2.537
4.042,2.801
4.306,3.652
4.245,4.188
3.992,4.263
3.829,4.402
3.946,4.691
4.261,4.536
4.484,3.636
4.408,2.746
4.033,2.789
3.613,3.672
3.406,4.419
3.465,4.378
3.639,3.808
3.752,3.349
3.792,3.29
3.876,3.425
4.067,3.443
4.278,3.252
4.423,3.031
4.519,3.066
4.645,3.356
4.749,3.613
4.69,3.587
4.452,3.41
4.279,3.365
4.403,3.544
4.772,3.762
5.004,3.826
4.857,3.654
4.488,3.352
4.335,3.195
4.588,3.347
4.922,3.533
4.795,3.395
4.045,3.144
3.084,3.351
2.571,3.966
2.789,4.269
3.476,3.945
4.095,3.543
4.211,3.503
3.751,3.545
2.943,3.424
2.163,3.508
1.761,4.072
1.902,4.545
2.486,4.225
3.277,3.442
3.938,3.324
4.15,4.271
3.74,5.332
2.827,5.322
1.859,4.147
1.447,2.759
1.853,2.121
2.871,2.36
3.897,3.033
4.423,3.657
4.347,4.067
3.953,4.287
3.594,4.35
3.479,4.261
3.616,4.18
3.926,4.318
4.335,4.672
4.721,4.868
4.92,4.484
4.873,3.531
4.702,2.6
4.672,2.316
4.915,2.827
5.292,3.694
5.531,4.333
5.428,4.392
4.996,3.818
4.41,2.867
3.905,2.115
3.642,2.074
3.64,2.722
3.763,3.514
3.858,3.977
3.936,4.002
4.159,3.699
4.578,3.147
5.011,2.564
5.131,2.374
4.804,2.899
4.182,3.958
3.529,4.855
3.081,4.97
2.94,4.338
3.147,3.691
3.643,3.677
4.229,4.189
4.678,4.605
4.923,4.548
5.057,4.15
5.154,3.597
5.129,2.906
4.878,2.336
4.464,2.432
4.129,3.325
4.069,4.318
4.201,4.595
4.278,4.117
4.112,3.506
3.747,3.2
3.389,3.174
3.278,3.344
3.51,3.741
3.959,4.229
4.347,4.394
4.41,3.87
4.128,2.901
3.713,2.239
3.449,2.46
3.502,3.296
3.853,3.924
4.335,3.996
4.714,3.813
4.816,3.671
4.637,3.5
4.313,3.297
4.077,3.303
4.065,3.543
4.305,3.659
4.661,3.441
4.889,3.165
4.801,3.279
4.361,3.925
3.822,4.666
3.492,4.757
3.48,3.859
3.679,2.628
3.949,2.279
4.226,3.326
4.457,4.926
4.464,5.692
4.084,5.021
3.457,3.601
3.022,2.688
3.153,2.854
3.786,3.532
4.421,3.85
4.631,3.696
4.38,3.678
4.005,4.138
3.814,4.697
3.772,4.81
3.649,4.401
3.372,3.823
3.195,3.371
3.422,3.098
4.057,2.978
4.816,2.961
5.406,3.053
5.746,3.343
5.815,3.895
5.488,4.454
4.67,4.514
3.563,3.953
2.699,3.308
2.541,3.121
3.064,3.304
3.778,3.435
4.188,3.45
4.263,3.69
4.321,4.285
4.555,4.787
4.728,4.665
4.426,3.925
3.636,3.229
2.844,3.182
2.65,3.625
3.18,3.954
3.985,4.073
4.473,4.39
4.378,4.876
3.91,4.905
3.462,4.161
3.275,3.125
3.329,2.463
3.449,2.357
3.443,2.688
3.294,3.31
3.091,3.965
3.007,4.361
3.144,4.38
3.411,4.074
3.613,3.545
3.605,3.072
3.465,3.034
3.356,3.518
3.408,4.117
3.58,4.42
3.762,4.404
3.829,4.127
3.736,3.558
3.508,2.913
3.273,2.825
3.197,3.556
3.347,4.376
3.517,4.267
3.48,3.3
3.244,2.606
3.144,2.943
3.445,3.949
3.966,4.773
4.271,5.015
4.102,4.755
3.71,4.268
3.492,3.867
3.517,3.74
3.545,3.88
3.452,4.081
3.422,4.141
3.737,3.962
4.282,3.691
4.558,3.656
4.225,3.921
3.555,4.094
3.233,3.721
3.703,2.938
4.685,2.391
5.423,2.514
5.322,3.174
4.388,3.947
3.176,4.511
2.32,4.629
2.119,4.128
2.464,3.23
3.033,2.639
3.565,2.904
3.956,3.75
4.201,4.425
4.333,4.518
4.343,4.206
4.261,3.796
4.183,3.513
4.24,3.586
4.482,4.028
4.779,4.352
4.855,4.021
4.484,3.311
3.71,3.188
2.861,4.049
2.351,5.098
2.411,5.357
2.964,4.94
3.694,4.644
4.255,4.61
4.442,4.138
4.174,2.927
3.517,1.686
2.712,1.471
2.115,2.602
2.025,4.306
2.46,5.29
3.139,4.761
3.721,3.185
4.007,1.919
4.002,1.955
3.767,3.003
3.347,3.975
2.833,4.184
2.433,3.921
2.404,3.791
2.899,3.862
3.774,3.765
4.621,3.46
5.027,3.389
4.811,3.778
4.206,4.141
3.691,3.923
3.634,3.34
3.999,3.13
4.452,3.444
4.639,3.619
4.503,3.185
4.15,2.514
3.702,2.181
3.146,2.376
2.577,2.876
2.27,3.391
2.54,3.526
3.325,3.111
4.185,2.701
4.606,3.131
4.418,4.32
3.899,5.224
3.428,5.144
3.2,4.529
3.16,4.117
3.263,4.026
3.51,4.09
3.908,4.383
4.29,4.81
4.394,4.792
4.006,3.936
3.233,2.749
2.48,2.026
2.204,1.973
2.575,2.319
3.296,2.988
3.863,3.922
4.024,4.626
3.908,4.594
3.759,3.98
3.648,3.393
3.5,3.167
3.326,3.271
3.272,3.566
3.415,3.854
3.617,3.839
3.643,3.397
3.441,2.786
3.19,2.429
3.18,2.636
3.55,3.387
4.197,4.246
4.747,4.494
4.757,3.839
4.057,2.82
2.999,2.328
2.281,2.78
2.493,3.886
3.597,5.066
4.926,5.758
5.668,5.572
5.379,4.547
4.315,3.285
3.184,2.511
2.644,2.412
2.854,2.699
3.425,3.133
3.806,3.637
3.799,3.911
3.642,3.619
3.722,3.08
4.138,3.087
4.629,3.787
4.84,4.282
4.657,3.88
4.207,3.093
3.736,2.941
3.371,3.562
3.132,4.193
3.005,4.271
2.961,4.074
2.976,4.165
3.084,4.593
3.343,4.811
3.797,4.439
4.301,3.751
4.571,3.331
4.38,3.304
3.838,3.392
3.308,3.458
3.114,3.569
3.23,3.7
3.396,3.854
3.439,4.221
3.46,4.841
3.69,5.163
4.168,4.749
4.665,4.102
4.829,4.153
4.462,5.015
3.782,5.835
3.229,5.94
3.137,5.478
3.462,4.981
3.827,4.698
4,4.556
4.104,4.433
4.39,4.227
4.807,3.891
4.985,3.494
4.608,3.202
3.803,3.099
2.981,3.137
2.463,3.363
2.341,3.923
2.537,4.658
2.97,5.038
3.539,4.735
4.055,4.061
4.361,3.543
4.402,3.244
4.209,2.941
3.828,2.739
3.36,3.04
3.022,3.868
3.034,4.691
3.414,4.922
3.935,4.618
4.317,4.306
4.447,4.308
4.375,4.333
4.127,3.891
3.668,3.061
3.103,2.549
2.76,2.837
2.993,3.594
3.72,4.192
4.376,4.236
4.362,3.74
3.655,3.047
2.844,2.702
2.593,2.986
3.088,3.525
3.949,3.776
4.669,3.696
5.002,3.618
4.931,3.748
4.603,4.097
4.194,4.582
3.867,4.939
3.744,4.767
3.815,3.98
3.989,3.077
4.128,2.715
4.126,3.16
3.962,4.075
3.73,4.784
3.626,4.797
3.763,4.273
4.022,3.805
4.081,3.836
3.721,4.228
3.075,4.572
2.508,4.601
2.367,4.253
2.696,3.564
3.302,2.718
3.947,2.178
4.438,2.412
4.652,3.316
4.457,4.216
3.844,4.485
3.093,4.072
2.639,3.373
2.798,2.795
3.451,2.598
4.151,2.935
4.521,3.755
4.483,4.759
4.206,5.543
3.856,5.746
3.576,5.262
3.496,4.456
3.709,3.98
4.112,3.999
4.352,3.903
4.129,3.241
3.533,2.519
3.123,2.616
3.384,3.434
4.241,3.952
5.098,3.559
5.381,2.954
5.101,3.182
4.746,4.275
4.629,5.306
4.579,5.489
4.138,4.801
3.16,3.541
2.031,2.259
1.404,1.867
1.716,2.792
2.877,4.14
4.306,4.566
5.218,4.088
5.105,3.858
4.025,4.182
2.656,4.115
1.824,3.24
1.955,2.563
2.806,2.986
3.723,3.852
4.174,3.889
4.117,3.012
3.879,2.378
3.791,2.824
3.855,3.994
3.838,4.927
3.621,5.063
3.386,4.433
3.428,3.403
3.778,2.601
4.114,2.54
4.06,3.164
3.627,3.79
3.204,3.864
3.162,3.625
3.444,3.672
3.628,4.163
3.389,4.667
2.838,4.792
2.344,4.556
2.184,4.174
2.376,3.696
2.777,3.183
3.238,2.946
3.525,3.27
3.434,3.785
3.013,3.663
2.701,2.688
2.989,1.709
3.9,1.705
4.879,2.705
5.301,3.913
5.056,4.534
4.529,4.359
4.158,3.773
4.034,3.383
4.041,3.466
4.157,3.758
4.454,3.906
4.81,3.905
4.853,4.001
4.304,4.249
3.326,4.444
2.43,4.435
1.975,4.239
1.973,4.003
2.242,3.864
2.725,3.901
3.443,4.053
4.218,4.203
4.678,4.28
4.594,4.236
4.1,4.02
3.552,3.722
3.234,3.672
3.173,4.059
3.308,4.6
3.566,4.695
3.823,4.226
3.891,3.776
3.665,3.915
3.193,4.473
2.701,4.8
2.429,4.614
2.557,4.251
3.094,3.98
3.85,3.675
4.425,3.249
4.443,3.149
3.839,3.849
2.971,5
2.391,5.564
2.441,5.114
3.106,4.355
4.098,4.132
5.066,4.336
5.695,4.265
5.739,3.671
5.134,2.949
4.11,2.486
3.111,2.433
2.511,2.772
2.396,3.295
2.584,3.622
2.9,3.596
3.304,3.493
3.706,3.529
3.911,3.556
3.705,3.49
3.24,3.648
2.974,4.213
3.271,4.835
3.908,4.942
4.282,4.377
4.001,3.496
3.331,2.887
2.901,3.112
3.088,4.139
3.691,5.099
4.193,4.965
4.292,3.757
4.129,2.659
4.063,2.588
4.29,3.12
4.661,3.193
4.811,2.644
4.537,2.386
3.975,2.954
3.484,3.701
3.291,3.725
3.321,3.177
3.392,2.89
3.448,3.155
3.524,3.483
3.633,3.486
3.746,3.295
3.891,3.194
4.221,3.175
4.739,2.918
5.134,2.228
5.038,1.454
4.51,1.421
4.049,2.543
4.153,4.029
4.845,4.588
5.623,3.88
5.988,2.844
5.82,2.56
5.387,3.075
4.981,3.633
4.727,3.768
4.596,3.677
4.502,3.811
4.378,4.17
4.182,4.379
3.891,4.278
3.554,4.238
3.277,4.754
3.132,5.645
3.097,6.003
3.156,5.134
3.363,3.566
3.808,2.677
4.424,3.197
4.93,4.356
5.013,4.738
4.632,3.938
4.061,2.84
3.609,2.379
3.336,2.489
3.096,2.591
2.835,2.613
2.74,2.934
3.04,3.506
3.716,3.772
4.46,3.481
4.891,3.143
4.862,3.358
4.554,4.171
4.306,5.012
4.29,5.234
4.358,4.681
4.182,3.814
3.627,3.318
2.934,3.427
2.549,3.865
2.737,4.232
3.323,4.251
3.948,3.851
4.281,3.41
4.188,3.538
3.74,4.267
3.147,4.809
2.752,4.525
2.775,3.815
3.163,3.453
3.594,3.457
3.776,3.348
3.722,3.215
3.63,3.657
3.657,4.613
3.842,5.073
4.169,4.432
4.582,3.523
4.904,3.548
4.903,4.408
4.432,4.841
3.662,4.196
2.961,3.214
2.715,3.005
3.043,3.736
3.761,4.651
4.499,4.943
4.872,4.453
4.733,3.695
4.273,3.352
3.85,3.529
3.763,3.776
4.009,3.8
4.365,3.844
4.603,4.129
4.601,4.324
