parent,vars,id,creation_time,psynet_version,deployment_id,deposited,inherited,inherited_from,module_id,local_key,key_within_module,key_within_experiment,export_path,is_global,module_state_id,participant_id,trial_id,node_id,network_id,description,personal,content_id,host_path,url,is_folder,data_type,extension,storage,node_definition,type,input_path,obfuscate,md5_contents,size_mb,deposit_time_sec,class,object_type,file_system_path
"{""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 19}}","{""file_system_path"": ""/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_0__node_19__slider_stimulus__8d6d97eb-6e30-494a-bcbc-8547f4243596.batch""}",19,2025-10-16 00:04:14,13.0.0rc3,audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53,True,False,,audio_gibbs_demo,slider_stimulus,participants/participant_1/network_19__degree_0__node_19__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_19__degree_0__node_19__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_19__degree_0__node_19__slider_stimulus.batch,,,1,,19,19,,False,551302d21547412bfe1f4a2674569b13,experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_0__node_19__slider_stimulus__8d6d97eb-6e30-494a-bcbc-8547f4243596.batch,/static/assets/experiments/audio-game---play-with-sounds.__mode%3Dlive__launch%3D2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_0__node_19__slider_stimulus__8d6d97eb-6e30-494a-bcbc-8547f4243596.batch,False,,.batch,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""vector"": [-198.65991791754004, -550.976316341081, -752.559526310025, -228.66036934053966, -122.83625529094684, 470.25989919210247, -106.01665578569134], ""initial_index"": 5, ""active_index"": 5, ""reverse_scale"": true}",ExperimentAsset,/tmp/tmpuw7q1jrq/c2f28fd5-fc53-4db0-bec6-5f6b9abfb175.batch,1,551302d21547412bfe1f4a2674569b13,0.8975028991699219,0.004444371908903122,ExperimentAsset,Asset,/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_0__node_19__slider_stimulus__8d6d97eb-6e30-494a-bcbc-8547f4243596.batch
"{""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 20}}","{""file_system_path"": ""/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_0__node_20__slider_stimulus__1741e915-aa62-4a4e-838f-56c0d1055bdf.batch""}",20,2025-10-16 00:04:14,13.0.0rc3,audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53,True,False,,audio_gibbs_demo,slider_stimulus,participants/participant_1/network_20__degree_0__node_20__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_20__degree_0__node_20__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_20__degree_0__node_20__slider_stimulus.batch,,,1,,20,20,,False,cc95bbc52aaf5bf5830e53a43e001b6e,experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_0__node_20__slider_stimulus__1741e915-aa62-4a4e-838f-56c0d1055bdf.batch,/static/assets/experiments/audio-game---play-with-sounds.__mode%3Dlive__launch%3D2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_0__node_20__slider_stimulus__1741e915-aa62-4a4e-838f-56c0d1055bdf.batch,False,,.batch,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""vector"": [487.7268381231054, -457.5587568807464, 127.2896288129532, 666.9397682277643, 148.11414392115762, 300.7617225274398, 146.13381969440002], ""initial_index"": 4, ""active_index"": 4, ""reverse_scale"": false}",ExperimentAsset,/tmp/tmpqlwx1zpk/0327fc07-160a-47b8-b6c3-d09574110dea.batch,1,cc95bbc52aaf5bf5830e53a43e001b6e,0.8975028991699219,0.002936042845249176,ExperimentAsset,Asset,/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_0__node_20__slider_stimulus__1741e915-aa62-4a4e-838f-56c0d1055bdf.batch
"{""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 21}}","{""file_system_path"": ""/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_1__node_21__slider_stimulus__6867f05e-e9d0-4e53-8d55-c7c39761ba42.batch""}",21,2025-10-16 00:04:33,13.0.0rc3,audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53,True,False,,audio_gibbs_demo,slider_stimulus,participants/participant_1/network_20__degree_1__node_21__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_20__degree_1__node_21__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_20__degree_1__node_21__slider_stimulus.batch,,,1,,21,20,,False,3611c1ce5336fc2c1e33c7d4b605c805,experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_1__node_21__slider_stimulus__6867f05e-e9d0-4e53-8d55-c7c39761ba42.batch,/static/assets/experiments/audio-game---play-with-sounds.__mode%3Dlive__launch%3D2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_1__node_21__slider_stimulus__6867f05e-e9d0-4e53-8d55-c7c39761ba42.batch,False,,.batch,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""vector"": [487.7268381231054, -457.5587568807464, 127.2896288129532, 666.9397682277643, 203.780378037804, -140.35476914418825, 146.13381969440002], ""initial_index"": 4, ""active_index"": 5, ""reverse_scale"": true}",ExperimentAsset,/tmp/tmpr58og92l/f15a599a-4d5b-43dd-8319-85ae112b3bff.batch,1,3611c1ce5336fc2c1e33c7d4b605c805,0.8975028991699219,0.0030063502490520477,ExperimentAsset,Asset,/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_1__node_21__slider_stimulus__6867f05e-e9d0-4e53-8d55-c7c39761ba42.batch
"{""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 22}}","{""file_system_path"": ""/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_1__node_22__slider_stimulus__71c4a30f-630a-407f-9d1a-f4ae6ec7b7cd.batch""}",22,2025-10-16 00:04:39,13.0.0rc3,audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53,True,False,,audio_gibbs_demo,slider_stimulus,participants/participant_1/network_19__degree_1__node_22__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_19__degree_1__node_22__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_19__degree_1__node_22__slider_stimulus.batch,,,1,,22,19,,False,2be756095777d2a0be35413a0767fe0f,experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_1__node_22__slider_stimulus__71c4a30f-630a-407f-9d1a-f4ae6ec7b7cd.batch,/static/assets/experiments/audio-game---play-with-sounds.__mode%3Dlive__launch%3D2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_1__node_22__slider_stimulus__71c4a30f-630a-407f-9d1a-f4ae6ec7b7cd.batch,False,,.batch,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""vector"": [-198.65991791754004, -550.976316341081, -752.559526310025, -228.66036934053966, -122.83625529094684, -800, 407.37816135594085], ""initial_index"": 5, ""active_index"": 6, ""reverse_scale"": false}",ExperimentAsset,/tmp/tmp6xx26tfp/6b8951de-8c95-4330-8d8a-8d06572cb32e.batch,1,2be756095777d2a0be35413a0767fe0f,0.8975028991699219,0.00305924192070961,ExperimentAsset,Asset,/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_1__node_22__slider_stimulus__71c4a30f-630a-407f-9d1a-f4ae6ec7b7cd.batch
"{""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 23}}","{""file_system_path"": ""/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_2__node_23__slider_stimulus__a3c06c18-aa6c-4012-aab2-a603285721bb.batch""}",23,2025-10-16 00:04:45,13.0.0rc3,audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53,True,False,,audio_gibbs_demo,slider_stimulus,participants/participant_1/network_20__degree_2__node_23__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_20__degree_2__node_23__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_20__degree_2__node_23__slider_stimulus.batch,,,1,,23,20,,False,3244dfb4643011961b63bd7cc615023e,experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_2__node_23__slider_stimulus__a3c06c18-aa6c-4012-aab2-a603285721bb.batch,/static/assets/experiments/audio-game---play-with-sounds.__mode%3Dlive__launch%3D2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_2__node_23__slider_stimulus__a3c06c18-aa6c-4012-aab2-a603285721bb.batch,False,,.batch,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}",,ExperimentAsset,/tmp/tmpb1zznmp4/5b72039f-23d4-4394-aeab-8014a13b6985.batch,1,3244dfb4643011961b63bd7cc615023e,0.8975028991699219,0.003449495881795883,ExperimentAsset,Asset,/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_20__degree_2__node_23__slider_stimulus__a3c06c18-aa6c-4012-aab2-a603285721bb.batch
"{""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 24}}","{""file_system_path"": ""/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_2__node_24__slider_stimulus__43ad71c6-d36c-414e-99e5-463e6f02262c.batch""}",24,2025-10-16 00:04:51,13.0.0rc3,audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53,True,False,,audio_gibbs_demo,slider_stimulus,participants/participant_1/network_19__degree_2__node_24__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_19__degree_2__node_24__slider_stimulus,audio_gibbs_demo/participants/participant_1/network_19__degree_2__node_24__slider_stimulus.batch,,,1,,24,19,,False,8ef5fcbdceaa5643ea5a17183053c0ec,experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_2__node_24__slider_stimulus__43ad71c6-d36c-414e-99e5-463e6f02262c.batch,/static/assets/experiments/audio-game---play-with-sounds.__mode%3Dlive__launch%3D2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_2__node_24__slider_stimulus__43ad71c6-d36c-414e-99e5-463e6f02262c.batch,False,,.batch,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}",,ExperimentAsset,/tmp/tmp86mrrjhr/dd904010-5007-4491-bf33-79df117425ce.batch,1,8ef5fcbdceaa5643ea5a17183053c0ec,0.8975028991699219,0.003244411200284958,ExperimentAsset,Asset,/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_1/network_19__degree_2__node_24__slider_stimulus__43ad71c6-d36c-414e-99e5-463e6f02262c.batch
"{""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 25}}","{""file_system_path"": ""/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_21__degree_0__node_25__slider_stimulus__bb6fe4c1-0202-4113-b9e7-64b75757b2f5.batch""}",25,2025-10-16 00:10:14,13.0.0rc3,audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53,True,False,,audio_gibbs_demo,slider_stimulus,participants/participant_4/network_21__degree_0__node_25__slider_stimulus,audio_gibbs_demo/participants/participant_4/network_21__degree_0__node_25__slider_stimulus,audio_gibbs_demo/participants/participant_4/network_21__degree_0__node_25__slider_stimulus.batch,,,4,,25,21,,False,696520c4f92ed71520d0f9c2876547a6,experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_21__degree_0__node_25__slider_stimulus__bb6fe4c1-0202-4113-b9e7-64b75757b2f5.batch,/static/assets/experiments/audio-game---play-with-sounds.__mode%3Dlive__launch%3D2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_21__degree_0__node_25__slider_stimulus__bb6fe4c1-0202-4113-b9e7-64b75757b2f5.batch,False,,.batch,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""vector"": [490.7556937659954, -1.1702335377412965, -503.9875264490597, -370.9581341872095, 361.3303590947826, 493.63327594673046, 528.8758740336607], ""initial_index"": 4, ""active_index"": 4, ""reverse_scale"": true}",ExperimentAsset,/tmp/tmp7u769t4k/ba44134c-62ac-4e87-82c0-0f4b5d716005.batch,1,696520c4f92ed71520d0f9c2876547a6,0.8975028991699219,0.0031250007450580597,ExperimentAsset,Asset,/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_21__degree_0__node_25__slider_stimulus__bb6fe4c1-0202-4113-b9e7-64b75757b2f5.batch
"{""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 26}}","{""file_system_path"": ""/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_22__degree_0__node_26__slider_stimulus__046169ba-27f1-4b7b-bc32-46a69f1447a0.batch""}",26,2025-10-16 00:10:14,13.0.0rc3,audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53,True,False,,audio_gibbs_demo,slider_stimulus,participants/participant_4/network_22__degree_0__node_26__slider_stimulus,audio_gibbs_demo/participants/participant_4/network_22__degree_0__node_26__slider_stimulus,audio_gibbs_demo/participants/participant_4/network_22__degree_0__node_26__slider_stimulus.batch,,,4,,26,22,,False,46077bf13dc326977bb0ac66cd4fa448,experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_22__degree_0__node_26__slider_stimulus__046169ba-27f1-4b7b-bc32-46a69f1447a0.batch,/static/assets/experiments/audio-game---play-with-sounds.__mode%3Dlive__launch%3D2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_22__degree_0__node_26__slider_stimulus__046169ba-27f1-4b7b-bc32-46a69f1447a0.batch,False,,.batch,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""vector"": [547.203702879942, -698.8131691219877, -261.17694184480285, -780.7231773951268, 658.569417867845, -502.34249504474525, 264.90776392080465], ""initial_index"": 2, ""active_index"": 2, ""reverse_scale"": false}",ExperimentAsset,/tmp/tmp_7hfxals/49e2f195-e6a3-4ac7-bb37-db7123734d78.batch,1,46077bf13dc326977bb0ac66cd4fa448,0.8975028991699219,0.0029047317802906036,ExperimentAsset,Asset,/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_22__degree_0__node_26__slider_stimulus__046169ba-27f1-4b7b-bc32-46a69f1447a0.batch
"{""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 27}}","{""file_system_path"": ""/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_22__degree_1__node_27__slider_stimulus__5d72254e-7867-44ed-a226-f94aff4bc911.batch""}",27,2025-10-16 00:10:24,13.0.0rc3,audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53,True,False,,audio_gibbs_demo,slider_stimulus,participants/participant_4/network_22__degree_1__node_27__slider_stimulus,audio_gibbs_demo/participants/participant_4/network_22__degree_1__node_27__slider_stimulus,audio_gibbs_demo/participants/participant_4/network_22__degree_1__node_27__slider_stimulus.batch,,,4,,27,22,,False,8861d685e51126c243e441b5f762c815,experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_22__degree_1__node_27__slider_stimulus__5d72254e-7867-44ed-a226-f94aff4bc911.batch,/static/assets/experiments/audio-game---play-with-sounds.__mode%3Dlive__launch%3D2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_22__degree_1__node_27__slider_stimulus__5d72254e-7867-44ed-a226-f94aff4bc911.batch,False,,.batch,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""vector"": [547.203702879942, -698.8131691219877, 306.510651065107, -598.2716017378115, 658.569417867845, -502.34249504474525, 264.90776392080465], ""initial_index"": 2, ""active_index"": 3, ""reverse_scale"": false}",ExperimentAsset,/tmp/tmpmctl9q51/bfc14bce-6b86-4177-b10c-7c1834e4c35b.batch,1,8861d685e51126c243e441b5f762c815,0.8975028991699219,0.003017272800207138,ExperimentAsset,Asset,/psynet-data/assets/experiments/audio-game---play-with-sounds.__mode=live__launch=2025-10-15--19-47-53/audio_gibbs_demo/participants/participant_4/network_22__degree_1__node_27__slider_stimulus__5d72254e-7867-44ed-a226-f94aff4bc911.batch
